vol,cid,cite,abbrev,already_resolved,is_self_ref,author_name,work_title,context_before
8,ch015,lib. iii,lib,False,False,Eusebius of Caesarea,,"governor under him, Plin.  Epist. xcvii.; which, though commended by Eusebius, Ecclesiastes Hist.,"
8,ch015,lib. vii,lib,True,False,Eusebius of Caesarea,Ecclesiastical History,"f so cursed a stock."" Decius, having reigned scarce two years, was slain with his children, Euseb.,"
8,ch015,lib. vii,lib,True,False,Eusebius of Caesarea,Ecclesiastical History,"rsia, was carried about in a cage, and being seventy years old, was at length flayed alive, Euseb.,"
8,ch015,lib. vii,lib,True,False,Eusebius of Caesarea,Ecclesiastical History,"f its inhabitants answered not the gray-headed old men that were in it before, Dionys. apud Euseb.,"
8,ch015,lib. vii,lib,True,False,Eusebius of Caesarea,Ecclesiastical History,"desires to see more of this, let him consult Tertul. Apol. et ad Scap.; Euseb. Ecclesiastes Hist.,"
8,ch015,lib. xviii,lib,True,False,Augustine of Hippo,The City of God,"ult Tertul. Apol. et ad Scap.; Euseb. Ecclesiastes Hist., lib. vii. cap. 21; August. de Civit. Dei,"
8,ch015,lib. viii,lib,True,False,Augustine of Hippo,The City of God,"Euseb. Ecclesiastes Hist., lib. vii. cap. 21; August. de Civit. Dei, lib. xviii. cap. 52; Eutrop.,"
8,ch015,lib. vi,lib,True,False,Socrates Scholasticus,Ecclesiastical History,"astical history, of a forcible decision of such minute differences. See Socrat. Ecclesiastes Hist.,"
8,ch015,lib. iv,lib,False,False,Constantine I,,"ident to all.  Thus, in days of old, Constantine shut up Pagans' temples, Euseb. de Vita Constant.,"
8,ch015,lib. iii,lib,False,False,Constantine I,,"es, Euseb. de Vita Constant., lib. iv. cap. 23, 24; and demolished some of the most filthy of them,"
8,ch015,lib. v,lib,True,False,Socrates Scholasticus,Ecclesiastical History,"y cast them to the ground, though not without some blows and bloodshed, Socrat. Ecclesiastes Hist.,"
8,ch015,lib. v,lib,False,False,,,"bserves), — occasioned a cruel persecution of thirty years' continuance, Theod. Ecclesiastes Hist.,"
8,ch066,lib. 53,lib,False,False,Horace,,"and monstrous blasphemies which, from the court, had spread themselves over all the nation, Hist.,"
10,ch001,lib. 1,lib,True,False,Socrates Scholasticus,Ecclesiastical History,"ng=""el"">Θές ῶ Ακέσίλαι κλίμακα καὶ μόνος ἀνάβηθι εἰς τὸν οὐρανόν</span>. — Constant., apud Socrat.,"
10,ch022,lib. 3,lib,False,False,,,"lly cast into hell. ""Judas, betrayest thou the Son of man with a kiss?"" See this at large confuted,"
10,ch046,"lib. 2, cap. 16",lib,True,False,John Calvin,Institutes of the Christian Religion,"ine, is most apparent. The same objection, renewed by others, is also answered by Calvin, Institut."
10,ch058,lib. 4: cap. 15,lib,True,False,Eusebius of Caesarea,Ecclesiastical History,"ὲρ τῆς τοῦ κόσμου τῶν σωζωμένων δωτηξίας παθόντα, οὕτε ἑ͂τερον τιμῇ σέζειν. — Euseb. Hist. Eccles.,"
10,ch058,Epist. ad Phil,epist,False,False,,,"IGNATIUS, as he was carrying to Rome from Antioch, to be cast to beasts for the testimony of Jesus,"
10,ch058,Epist. 62,epist,True,False,Cyprian of Carthage,Letters,"mutation.  This triple testimony is taken from the very prime of undoubted antiquity.  IV. CYPRIAN,"
10,ch058,Serm. 7,serm,False,False,,,"rice of his blood.""  The same, or some other ancient and pious writer of the cardinal works Christ,"
10,ch058,lib. 2:cap. 15,lib,False,False,,,"ancient and pious writer of the cardinal works Christ, Serm. 7, secund. Rivet. Crit. Sac. in Cyp. ["
10,ch058,lib. 1: cap. 3,lib,False,False,Ambrose of Milan,,"might be saved.""  All in both places can be none but the elect; as, —  VII. AMBROSE de Vocat. Gen.,"
10,ch058,lib. 1:cap. 9,lib,True,False,Prosper of Aquitaine,On the Calling of the Gentiles,"can be none but the elect; as, —  VII. AMBROSE de Vocat. Gen., lib. 1: cap. 3; or rather, PROSPER,"
10,ch058,Serm. 44,serm,False,False,,,"hrist will possess what he bought; he bought it with such a price that he might possess it.""  Idem,"
10,ch058,Tract. lXXXvii,tract,False,False,,,".</span>"" — ""He that bought us with such a price will have none perish whom he hath bought.""  Idem,"
10,ch071,lib. 2:cap. 1,lib,False,True,,,"st, in reference to the main and ultimate end to be thereby attained, as at large I have discussed,"
10,ch072,lib. 2: cap. 2,lib,False,False,,,"d, —  **[3.]** It is destructive to all the proper fruits and effects of the death of Christ, etc.,"
10,ch075,lib. 3,lib,False,False,,,hall transcribe the place from whence these difficulties are pretended to arise.  The passage is in
10,ch081,lib. 5,lib,False,False,,,"it to the celebrated saying, ""In justice every virtue is summarily comprehended,"" Ethic. ad Nicom.,"
10,ch084,lib. 4,lib,False,False,Eusebius of Caesarea,,"ent to the gods with human blood, — namely, that of captives. But Eusebius Pamphilus (Praep. Evang."
10,ch084,lib. 2,lib,False,False,Horace,,"ulcem Aulide natam, Ante aras, spargisque mola caput, improbe, salsa, Rectum animi servas?"" — Hor.,"
10,ch084,"Ep.

117",ep,True,False,Seneca,Letters to Lucilius,"mankind is considered as a weighty argument; I content myself with this public persuasion,"" Seneca,"
10,ch085,lib. 2,lib,True,False,Aristotle,Nicomachean Ethics,"maxims of the Stoics. But Aristotle reckons ἀοργησίαν [f391] among vices or extremes, Ethic. Nicom."
11,ch006,lib. 4,lib,True,False,Varro,,"is pertinacy, if these are not rather distinguished from their objects than in themselves.  Varro,"
11,ch006,lib. 83,lib,True,False,Augustine of Hippo,,"rein he ought so to do. Hence is that definition of it commonly given by the schoolmen from Austin,"
11,ch006,lib. 2,lib,True,False,Cicero,,"om Austin, lib. 83, qu. 31, who took it from Cicero (one they little acquainted themselves withal),"
11,ch006,lib. 7 cap. 6,lib,True,False,Aristotle,,"any affairs is attended withal. Aristotle informs us that it is exercised about things troublesome,"
11,ch006,lib. 10 cap. 9,lib,True,False,,,"is καρτερικός. Hence he tells us that καρτερκῶς ζῇν, as well as σωφρόνως, is not pleasant to many,"
11,ch006,lib. 7 cap. 9,lib,True,False,,,"sorts, ἰδιογνώμονες, ἀμαθεῖς, and ἄγροικοι. All these are, in his judgment, ἰσχυρογνώμονες, Nicom.,"
11,ch006,lib. 2,lib,True,False,,,"really to differ from the habit of faith and love itself; for which Bradwardin earnestly contends,"
11,ch006,lib. 10,lib,True,False,,,"with many of the divines of the reformed churches. Hence is that conclusion of Alvarez, De Auxil.,"
11,ch006,lib. 3,lib,True,False,,,"position he says, ""In hac omnes catholici conveniunt."" Of the same judgment was his master, Thomas,"
11,ch006,lib. 2 cap. 8,lib,True,False,,,"as observed, he denied, but to manifest that it was immediately and wholly from God. His words are,"
11,ch006,lib. 3 cap. 32,lib,False,False,Eusebius of Caesarea,,"[consideration will be found] in that known passage of Hegesippus, in Eusebius Hist. Ecclesiastes,"
11,ch006,lib. 2,lib,False,False,Clement of Alexandria,,"to Clemens Alexandrinus, in hac alioquin palaestra non ita exer-citatus ut sequentia secula,"" Hom.,"
11,ch006,lib. 3 cap. 33,lib,True,False,,,"lication to a particular person, doth that great and holy doctor discourse, De Doctrin. Christiana,"
11,ch006,lib. 7 cap. 12,lib,True,False,Sozomen,Ecclesiastical History,"that Sisinius and Agelius the Novatians sometimes gave, as Sozomen reports of them (Hist. Eccles.,"
11,ch006,lib. 6 cap. 14,lib,True,False,,,"that whereas it is pretended that these Constitutions were made at a convention of the apostles, as"
11,ch006,lib. 2 cap. 57,lib,True,False,,,"γενόμενοι, Πέτρος καὶ Ανδρέας, Ιάκωζος καὶ Ιωάννης υἱοὶ Ζεζεδαίου, etc. They are made to inform us,"
11,ch006,lib. 8 cap. 4,lib,True,False,,,"s associates. Also, they make Stephen and Paul to be together at the making of those Constitutions,"
11,ch006,lib. 8 cap. 46,lib,True,False,,,"rtyrdom of Stephen was before the conversion of Paul), and yet also mention the stoning of Stephen,"
11,ch006,lib. 7 cap. 48,lib,True,False,,,"of Jerusalem after the death of James, and yet James is one of them who is met together with them,"
11,ch006,lib. 7,lib,True,False,Clement of Alexandria,Stromata (Miscellanies),"n the second century, about the reign of Hadrian, as Eusebius manifesteth, and Clem. Alex., Strom.,"
11,ch006,Lib. 5 cap. 28,lib,True,False,Irenaeus of Lyon,Against Heresies,"Pastor. by others), — it is answered, that they were mentioned by Irenaeus some good while before."
11,ch006,lib. 5 sect. 47,lib,True,False,Richard Montague (Montacutius),,"cter fraudes, et fucos, et praestigias non est quod quicquam expectemus</span>"" (Montacu. Appar. l,"
11,ch006,lib. 1 cap. 13 sect. 29,lib,True,False,,,"tolerabilis est eorum impudentia qui talibus larvis ad fallendum se instruunt,</span>"" Calv. Inst.,"
11,ch006,lib. 6,lib,True,False,Clement of Alexandria,,"and falsehood: so is that period in the Epistle to the Magnesians, taken from Clemens. Constitut.,"
11,ch006,Dial. 3,dial,True,False,Theodoret of Cyrrhus,,"ent from those citations made out of them by them of old, which now appear not in them.  Theodoret,"
11,ch006,Dial. 3,dial,True,False,Jerome (Hieronymus),Letters,"ll scarcely find in that Epistle to the Church of Smyrna, from whence they were taken. Jerome also,"
11,ch006,Epist. ad Tral,epist,True,False,,,"n or society with him. Αναγκαῖον οῦν ἐστιν, ὅσαπερ ποιεῖτε, ἄνευ τοῦ ἐπισκόπου μηδὲν πράττειν ὑμᾶς,"
11,ch006,Epist. ad Philadel,epist,True,False,,,"entence, in word and manner, being most remote from the least countenance from the sacred writings."
11,ch006,Lib. 2 cap. 2,lib,True,False,Clement of Alexandria,,"his pretended Apostolical Constitutions. At this rate, or somewhat beyond it, have you him ranting:"
11,ch006,lib. 2 cap. 20,lib,True,False,,,"the laity (forsooth) to honor, love, and fear the bishop ὡς κύριον, ὡς δεσπότην, ὡς ἀρχιερέα Θεοῦ,"
11,ch006,lib. 4,lib,False,False,,,"trorum duos ordines ecclesiam primitivam habuisse, et de his solis praeceptum apostoli nos habere,'"
11,ch006,Epist. ad Trall,epist,True,False,,,"s, in a peculiar manner; which is one considerable bottom and foundation of the truth we plead for:"
11,ch006,Homil. 5,homil,True,False,,,"e grants to them who are not at last (for such he discourses of) found worthy.  MACARIUS AEgyptius,"
11,ch006,lib. 1 cap. 6,lib,True,False,Ambrose of Milan,,"ve received that earnest may lose it again, I know not.  The words of AMBROSE to this same purpose,"
11,ch006,Epist. ad Rusti,epist,False,False,,,"sionis filios, cum doctrine, hujus viri, sicut in tota fide, ita in gratiae confessione congruere,"""
11,ch006,Epist. ad Gall,epist,True,False,,,"writings began to be carped at by the semi-Pelagians of France, Caelestine, bishop of Rome, in his"
11,ch006,Epist. ad Concil,epist,True,False,Leo the Great,Letters,"esset doctissimus, adversus libros tamen Pelagianorum beati Augustini responsa poscebat.""  And Leo,"
11,ch006,Epist. 94,epist,True,False,Jerome (Hieronymus),Letters,"his own days, notwithstanding the differences between them, the aged and learned Jerome tells him,"
11,ch006,Homil. 53,homil,False,False,,,"ding in faith and obedience notwithstanding and against temptation. To this is that of his on John,"
11,ch006,lib. 2 cap. 8,lib,True,False,,,"to, it is impossible any should persevere to the end: which Bradwardin more confirms, De Cans. Dei,"
11,ch006,lib. 3 cap. 32,lib,True,False,,,"n manent, non vere appellantur quod appellantur, et non sunt.</span>"" As also, De Doct. Christiana,"
11,ch006,Epist. 42,epist,False,False,Augustine of Hippo,,"bled (whereof Prosper gives us an account, reckoning them up in their order, and Austin before him,"
11,ch006,lib. 1,lib,True,False,Gregory of Nazianzus,,"in the following ages is that which I shall farther demonstrate.  After these was GREGORY I., who,"
11,ch006,Epist. 99,epist,True,False,Gregory of Nazianzus,,"following ages is that which I shall farther demonstrate.  After these was GREGORY I., who, lib. 1"
11,ch006,lib. 34,lib,True,False,,,"accepted fruits again. And most expressive to our purpose is that discourse of his which you have,"
11,ch006,Lib. 2,lib,True,False,,,"of this university in the year 1325, and obtained by general consent the title of Doctor Profundus."
11,ch006,lib. 3 cap. 53,lib,False,False,,,"in prora hujus naviculae pervigil laborabat, jam in puppi super cervicalia dormiat, vel dormitet,"""
11,ch006,lib. 3,lib,True,False,,,"one certainly to persevere, without the peculiar preservation of God.  Of this he gives his reason,"
11,ch006,lib. 10,lib,True,False,,,"e naturalis non utitur eisdem habitibus, nisi speciali Dei auxilio moveatur,</span>"" Alvar. De Aux."
11,ch006,lib. 3,lib,True,False,,,"ed, they certainly and infallibly persevere to the end, pp. quest. 109, a. 10, c.; and Contra Gent."
11,ch006,lib. 2,lib,True,False,,,"ll men's hands, shall not transcribe his assertions and arguments; but only refer the reader to his"
11,ch006,Lib. 11,lib,True,False,,,"nia,"" etc. The other is SUAREZ, who delivers his thoughts succinctly upon the whole of this matter."
12,ch004,lib. i,lib,True,False,Irenaeus of Lyon,Against Heresies,"n Magus and Menander), of all others most perplexed and infected the primitive church: as Irenaeus,"
12,ch004,lib. 1 tom. 2,lib,False,False,Epiphanius of Salamis,,"n, Praeserip. ad Haeret. cap. 49; Philastrius, in his catalogue of heretics; Epiphanius in Panario,"
12,ch004,Haer. 51,haer,False,False,Epiphanius of Salamis,,"ere man; even in the entrance of the Gospel being confounded by John, as is affirmed by Epiphanius,"
12,ch004,lib. 5,lib,False,False,Eusebius of Caesarea,,"to do so always); excommunicated on that account by Victor, as Eusebius relates, Hist. Ecclesiastes"
12,ch004,"lib. 7 cap. 29, 30",lib,True,False,Eusebius of Caesarea,Ecclesiastical History,"hop of Sirmium, they constantly boast. Of Samosatenus and his heresy, see Euseb. Hist. Ecclesiastes"
12,ch004,"lib. 2 cap. 24, 25",lib,True,False,Socrates Scholasticus,Ecclesiastical History,"st. Ecclesiastes lib. 7 cap. 29, 30 and Hilary, De Synodis; of Photinus, Socrat. Ecclesiastes Hist."
12,ch004,lib. 8,lib,False,False,,,"an oath to preserve this union and the liberty of the protestant religion. — Sarricius, Annal. Pol."
12,ch004,lib. 6 cap. ii,lib,False,False,,,"""in defensione sanctae Trinitatis,"" and confuted by him; and Zanchius, at large, ""De Tribus Elohim,"
12,ch004,Ep. 3,ep,False,False,Faustus Socinus,,"resent estate of the minds of many in the things of God, I shall briefly give from Socinus himself ("
12,ch004,Ep. 1,ep,False,False,,,"he called the Trinity _tricipitem Cerberum,_ and wrote that Moses was a ridiculous impostor, Beza,"
12,ch004,lib. 3,lib,False,False,,,"ain;""  and whose blasphemy comes not at all short of it. The first is of Clarus Bonarus the Jesuit,"
12,ch004,lib. 3,lib,False,False,,,"comes not at all short of it. The first is of Clarus Bonarus the Jesuit, lib. 3 Amphitrial. Honor."
12,ch004,lib. 2,lib,False,False,,,", mamma latusque tuis.""  The other is of Franciscus de Mendoza, in Viridario Utriusque Eruditionis,"
12,ch004,lib. 1 cap. 17,lib,False,False,Maximus of Turin,,"ut frequens ac mobilis transitus maximum perfecti operis impedimentum sit."" — Paterc. Hist. Romans"
12,ch006,Ep. ad Squarci,ep,False,False,Faustus Socinus,,"s the language which here he useth of himself and his discoveries his own, but borrowed of Socinus,"
12,ch008,lib. 1:cap. 2,lib,False,False,,,"negare non possunt, ipsum se colere, afrmant, verum hoc sibi placere, ut Jupiter nominetur,</span>"""
12,ch009,lib. 3,lib,False,False,Epiphanius of Salamis,,"e world is beholding to one Audaeus, a monk, of whom you have a large account in Epiphanius, tom. 1:"
12,ch009,Haer. 70,haer,False,False,Epiphanius of Salamis,,"is beholding to one Audaeus, a monk, of whom you have a large account in Epiphanius, tom. 1:lib. 3,"
12,ch009,Lib. 4,lib,True,False,Theodoret of Cyrrhus,Ecclesiastical History,"onk, of whom you have a large account in Epiphanius, tom. 1:lib. 3, Haer. 70; as also in Theodoret,"
12,ch009,lib. 6:cap. 7,lib,True,False,Socrates Scholasticus,Ecclesiastical History,"sion, with what learned stirs ensued thereon, we have a full relation in Socrat. Ecclesiastes Hist."
12,ch009,serm. 78,serm,False,False,,,"όν or δύναμιν, had the same apprehensions of him. Thus discourses Mercurius ad Tatium, in Stobaeus,"
12,ch009,Serm. 83,serm,False,False,,,"ι Εννοοῦμαις ῷ τάτ ἐννοοῦμαι ὁ͂ ἐξειπεῖν οὐ δυνατὸν τοῦτο ἐστιν ὁ Θεός And Calicratides apud Stob.,"
12,ch009,lib. 1,lib,False,False,,,"t nostram? Nostri melior pars animus est, in illo nulla pars extra animum.</span>"" Natural. Quaest."
12,ch011,Ep. 2,ep,False,False,,,"inations? On the consideration of this argument doth Episcopius conclude for the prescience of God,"
12,ch017,lib. 5 cap. 11,lib,False,False,,,"ause, called the ' Son of God.'"" [f238] So he against Weik the Jesuit. He is followed by Volkelius,"
12,ch017,lib. 5 cap. 10-12,lib,False,False,,,"t. de Christi Natura, pp. 14, 15; Adversus Weikum, pp. 224, 225, et passim; Volkel.  De Vera Relig."
12,ch020,lib. 3 cap. 6,lib,False,False,Faustus Socinus,,"hased by his own blood:"" so Ochinus and Laelius Socinus, whom Zanchius answers, ""De Tribus Elohim,"""
12,ch023,lib. 8,lib,False,False,,,"very well, but of the Syriac not at all. Others also give a parallel expression out of Thucydides,"
12,ch024,lib. 2 cap. 6,lib,False,False,Cyprian of Carthage,,"exception, do read it, and that Beza had manifested, against Erasmus, that Cyprian adver. Judaeos,"
12,ch024,Orat. 1 cap. i,orat,False,False,,,"the faith of the Messiah to come is the foundation of the law, it is disputed by Rabbi Joseph Albo,"
12,ch024,Epist. 57,epist,False,False,,,almost as much as at the interpretation itself. The words our annotator mentions are taken from his
12,ch027,lib. 3,lib,False,False,Gregory of Nazianzus,,"spoken of Father, Son, and Holy Ghost, I shall shut up with that distich of Greg. Naz. Sanct. Spir."
12,ch032,lib. 4:cap. xii,lib,False,False,,,at the devils expected and waited for his company in his journey which he had to go (Florim. Romans
12,ch032,Ep. 1,ep,False,False,Faustus Socinus,,"his assertions shall instantly be seen). So Socinus himself leads the way, Respon. ad Niemojevium,"
12,ch032,lib. 4:cap. 11,lib,False,False,,,"these things are affirmed, is easy to judge.  Of the same judgment with him is Volk. de Vera Relig."
12,ch034,Ep. ad Niemojev. 1,ep,False,False,,,"some time the venom of that error was not taken notice of. Six years after, as himself telleth us ("
12,ch034,Ep. 1,ep,False,False,,,"substance) if he was not mad, to affirm a thing so contrary to express texts of Scripture. [f412] ("
12,ch034,Ep. 190,ep,False,False,Bernard of Clairvaux,,". Before him, also, Abelardus had made an entrance into the same abomination; of whom says Bernard,"
12,ch034,Ep. 2,ep,True,False,Faustus Socinus,On Jesus Christ the Savior,"priest.  To this Socinus invented an answer, in his book ""De Servatore,"" which he insists on again,"
12,ch037,lib. 20,lib,False,False,,,"might go away freely without punishment, [f431] And so is that expression explained by Ulpian, Dig."
12,ch039,lib. 1,lib,False,False,,,"ther places of the prophets, if Isaiah in this place had but held his peace, Huls. Theolog. Judaic."
12,ch039,lib. 8:cap. xiv,lib,False,False,,,"the sufferings of the Messiah. Of the same mind was R. Solomon, as he is cited by Petrus Galatinus,"
12,ch039,lib. 6,lib,False,False,,,"all our sins, for which he was crucified. ""Muners magna quidem misit sed misit in homo."" — Martial."
12,ch039,Ep. 68,ep,False,False,,,"sins, for which he was crucified. ""Muners magna quidem misit sed misit in homo."" — Martial. lib. 6"
12,ch042,lib. 1,lib,False,False,Faustus Socinus,,"the plea of Socinus as to this part of our description of redemption, ""De Jesu Christo Servatore,"""
12,ch042,lib. i,lib,True,False,Faustus Socinus,On Jesus Christ the Savior,". Socinus, ""De Servatore,"" expresses himself to the whole business of redemption in three chapters,"
12,ch042,lib. 1,lib,True,False,Faustus Socinus,On Jesus Christ the Savior,"rtakers of his death.  The words of Socinus to this purpose may be taken notice of, Lib. de Servat."
12,ch042,"lib. 9 cap. 2, di",lib,True,False,Aristotle,Nicomachean Ethics,"ρώσασθαι τὴν θυγατέρα, — ""to pay a price for the redemption of his daughter."" And Aristotle, Ethic."
12,ch042,lib. 1,lib,False,False,,,") non quidem per legis opera, quibus illam commeriti sumus, sed gratis per gratiam Dei,"" De Servat."
12,ch043,lib. 1,lib,True,False,Faustus Socinus,On Jesus Christ the Savior,"iasse, verum etiam Deum ipsum fuisse qui hanc reconciliationem fecerit,</span>"" Socin. de Servator."
12,ch050,Ep. 2,ep,True,False,Horace,Epistles,"i in vicum vendentem thus et odores, Et piper, et quicquid chartis amicitur ineptis.</span>"" — Hor."
12,ch050,lib. 4 cap. 3,lib,False,False,,,"amus; deinde ut  Deo obtemperemus,</span>"" etc. — Cat. Rac. cap. 9 de fide; Volkel. de Vera Relig.,"
12,ch050,lib. 4 cap. 3,lib,False,False,,,"principaliter efficere, ut justificationis beneficium consequamur.</span>"" — Volkel, de Vera Relig."
12,ch050,lib. 4 cap. 3,lib,False,False,,,"d causam sine qua non (ut loquuntur) justificationis nostrae esse.</span>"" — Volkel, de Vera Relig."
12,ch050,Ep. ad Virum Cl,ep,False,False,Faustus Socinus,,"remissio, nisi Deo confisus fuerit, seque ipsi regendum et gubernandum tradiderit."" — Faust. Socin."
12,ch050,lib. 4 cap. 3,lib,True,False,,,"tiam continent. Jacobus ergo ea intelligit.""<span lang=""la"" xml:lang=""la""> — Volkel. de Vera Relig."
12,ch050,lib. 1 cap. 1,lib,False,False,Gregory of Nazianzus,,"D. D., cap. 1 Celsus; though some dispute against this definition, as Conanus, Comment. Jur. Civil."
12,ch050,lib. 2 cap. i,lib,False,False,,,"t aut a natura, aut a lege data quaedam obligatio, tanquam comes et adjutrix,"" Comment. Jut. Civil."
12,ch050,lib. 1,lib,False,False,,,tted; concerning which the variety of cases and opinions are repeated by Menochius de Arbit. Judic.
12,ch050,lib. 3,lib,True,False,,,"et modestia sum, sine bono jure atque honore:""<span lang=""la"" xml:lang=""la""> Bachid. and Paulus, in"
12,ch050,lib. 11,lib,False,False,,,"hom and whose profit and benefit the grant is made, I question not. Again, consider that of Paulus,"
12,ch050,lib. 4,lib,False,False,,,"ly actionable doth not follow: ""Actio est jus persequendi in judicio, quod sibi debetur,"" Institut."
12,ch050,lib. 3,lib,False,False,,,"or or delinquent, or any for him. The beginning of that section, ""Quibus modis tollitur obligatio,"""
12,ch053,lib. 5,lib,False,False,,,"rime. That which is objected in matter of fact ""aut negandum est aut defendendum,"" says Quintilian,"
12,ch053,lib. 3 cap. 15,lib,False,False,,,λαβερὸν ἦ οὐ τούτῳ ἦ ὡς οὐ τηλικοῦτο ἦ οὐκ ἄδικον ἦ οὐ μέγα ἦ οὐκ αἰσχρὸν ἦ οὐκ ἔχον μέγεθος (Rhet.
12,ch053,lib. 2 cap. 6,lib,False,False,Faustus Socinus,,"non perferre peccata, sed peccata tollere, sive auferre, significare,"" Socin. de Jes. Christ. Serv."
12,ch053,lib. 2 cap. 24,lib,True,False,Faustus Socinus,On Jesus Christ the Savior,"ions he deserts this assertion, and takes up the sense of the place given by Socinus, De Servatore,"
12,ch053,lib. 2 cap. 2,lib,True,False,Faustus Socinus,On Jesus Christ the Savior,"Socinus had interpreted this of the righteousness of Christ's fidelity and veracity, De Servatore,"
12,ch053,lib. 3 cap. 47,lib,False,False,,,"egressio: ac mactatio quidem mortem Christi, violentam sanguinis profusionem con-tinct,"" De Relig."
12,ch053,lib. 1,lib,False,False,John of Damascus,,"ays Hesychiua Λόγος ἐνδιάθετος is that which we speak in our hearts, says Damascen. De Orthod. Fid."
13,ch020,Homil. 3,homil,True,False,,,"ν, εἴτις ἐκείναις συμφωνεῖ οῦμφωνεῖ οῦτος Χριστιανός? εἴτις μάχεται οῦτος πόῤῥω τοῦ κανόνος τούτου."
13,ch020,lib. 20 cap. 3,lib,True,False,,,"llor est eadem opinantem, et eodem ritu utentem solo congregationis delectari dissidio,"" Con. Faust"
13,ch020,Epist. ad Amphil,epist,True,False,Basil of Caesarea,Letters,"ition directly suited to the cause he had in hand and was pleading against the Donatists. Basil, in"
13,ch022,lib. 1,lib,True,False,,,"in domo, ut non pertineant ad compagem domus, sed sicut esse palea dicitur in frumentis,"" De Bapt.,"
13,ch022,lib. 2,lib,True,False,,,"unita fide una, et sanctificata,""<span lang=""la"" xml:lang=""la""> saith Hugo de Victore, de Sacram.,"
13,ch023,lib. 5,lib,True,False,Socrates Scholasticus,Ecclesiastical History,"ight plead τὰ ἀρχαῖα for, and sundry other alterations were likewise made in the same kind, Socrat."
13,ch023,lib. 4,lib,False,False,Eusebius of Caesarea,,"tion of it to be more diffused in the church. This is that of Hegesippus in Eusebius, Eccles. Hist."
13,ch023,lib. 4,lib,True,False,Irenaeus of Lyon,Against Heresies,"Irenaeus of old. Said he, ""Judicabit omnes eos, qui sunt extra veritatem, id est, extra ecclesiam,"""
13,ch023,lib. 1,lib,True,False,,,"ransiero, tu mihi haeres esto, sancta et venerabilis ecclesia catholica urbis Remorum,"" Flodoardus,"
13,ch023,lib. 1,lib,True,False,,,"reatura Dei, in universo mundo unus et idem est, sic et lumen, praedicatio veritatis ubique lucet,"""
13,ch024,lib. 10,lib,False,False,Augustine of Hippo,,"an long ago thought it rather to be a ""setting up against the temple of God,"" Aug. de Civitate Dei,"
13,ch042,lib. 2,lib,True,False,Aristotle,,". Cawdrey is an ancient man, I cannot but wonder he should be so easy of belief. Aristotle, Rhetor."
13,ch045,lib. 5,lib,True,False,Socrates Scholasticus,Ecclesiastical History,"he apostles made any law or rule about outward rites, ceremonies, times, and the like. See Socrat.,"
13,ch048,lib. 2,lib,True,False,,,"of they quickly repented themselves. The reader may see the whole story exactly related in AElian.,"
